comment,label
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền,NEG
vậy ngay từ đầu đừng nói là mua lại. làm ăn kiểu vậy ai dám mua nữa,NEG
"Vải mỏng, áo giao bị rách nhỏ",NEG
K con duong nao de che,NEG
Màu không giống hình,NEG
"Thay ghom k giong nhu toi nghi,mau bong va ban ao bu",NEG
Giao hàng bị bục hết,NEG
giao k dung size,NEG
"Rất không đáng tiền, Chất lượng sản phẩm rất kém",NEG
Sp quá tệ khác hoan toan với sp mà minh dat minh that sự rất thật vong từ nay ko mua sp ở shop nửa minh thay sp ở Lazda con tot hon nhieu,NEG
"giầy cỡ 42 to hơn nửa size so với bt, mũi giầy lệch",NEG
Giao nhầm màu. 1 trắng 1 xanh mà giao cho 2 xanh,NEG
Áo xấu,NEG
dây vai to hơn bt,NEG
Hỏi shop thì bảo tại sao bạn mua hàng k vừa mà Shop phải chịu phí vc,NEG
Mác vải bên trong là size 38/85 nhưng mác giấy bên ngoài là 34/75,NEG
Rong hon so voi size chuan,NEG
"Bé nhà mình mặc 2 tiếng là đầy trong khi tã mình mua chỗ khác mặc 4,5 tiếng vẫn khô ráo",NEG
Chat Luong không giông như trong hình mang ao đen Sổ hêt chín Nói tom lai la Ko hài lòng vê cai ao này qúa Tệ,NEG
Thời gian giao hàng lâu,NEG
"Vừa nhận đã bị gãy rui, shop nên kiểm tra sp kỹ rồi mới gửi cho khách hàng nhé",NEG
Hơi nhỏ nha ad,NEG
Nút áo may sơ sài,NEG
Chất lượng kém phai màu,NEG
"Khá bực mình và thất vọng vì khoá kéo áo, dây rút áo, vải áo là 3 màu khác nhau",NEG
Mong shop phục vụ tốt hơn,NEG
Giao hàng lâu,NEG
Cũng đc,NEG
Thái độ lại khách hàng khi ib hỏi,NEG
"Chất lượng áo len kém, len thô, sợi len thừa nhiều",NEG
Chuẩn bị và giao hàng rất lâu,NEG
áo thun màu ko giống như hình sọc đỏ đen,NEG
Đặt hàng giao nhằm sp ib kêu đổi ko tl,NEG
Phom ngắn lại rộng ống tay k ôm mà loe 😓,NEG
Đường may gần khóa bị bung vải ra k chắc,NEG
Khác hoàn toàn ảnh,NEG
"Khi mặc mình thấy đáy quần cứ lệch qua 1 bên, rất khó chịu",NEG
Vải áo đợt này mỏng hơn vải áo đợt trước Do ạ,NEG
Chất lượng sản phẩm rất kém,NEG
Hàng ko chuẩn size chút nao thất vong qua.lay size m bé quá ko vua cho đua cháu luờn quay lai lay them cai size l van the.qua thật vong luôn,NEG
Dáng xấu,NEG
Xấu,NEG
Hmmm,NEG
Giao nhầm màu be,NEG
Mua chủ yêu vì hộp phấn mắt mà giao màu xấu kinh khủng,NEG
Bị rộng,NEG
"Áo ko dc đẹp lắm , chữ in xấu",NEG
Form áo không đẹp như trong hình,NEG
Nhưng hơi nhiều chỉ thừa,NEG
Bình có chữ PC làm bằng nhựa này k an toàn,NEG
Tuy nhiên shop nên kiểm tra hàng trước khi giao tránh trường hợp giao ko đúng mẫu,NEG
Hic,NEG
"Phần đế trắng dễ bám bẩn, chùi không dễ ra",NEG
Chất lượng sản phẩm rất kém🔩,NEG
So vs tiền là ko đáng.nít khác hình,NEG
Tuy nhiên mùi còn hôi,NEG
hàng củng tạm đc giao hang cung nhanh nhung cước phí thì hoi mắt,NEG
"Áo giống hình, váy quá xấu",NEG
Mua k đáng tiền,NEG
Gói hàng làm hư méo mút trong bra,NEG
Gì vãi mõng thấy cả đồ lót,NEG
"Giao sai màu,nói cho shop thì shop k chịu nhận sai,chán😔",NEG
hàng copy,NEG
Đề nghị shoppee xem lại nhà cung cấp này,NEG
Đặt lại sz S mà vẫn ship sai M cho mình,NEG
Đẹp nhưng tóc ít hơn mình nghỉ,NEG
"Thề, vải áo THÔ CỨNG như cái bao ko hiểu phải mặc kiểu gì",NEG
Giao hàng k đủ.,NEG
Nt shop khong rep :)),NEG
"Áo mỏng hơn mình tưởng, form không đẹp lắm",NEG
"Tạm được, không đẹp như hình, chất vải bình thường (vải lưới)",NEG
Áo bị bẩn,NEG
"Vải quá xấu, form và cắt không đẹp như hình :( mặc vào như cái ống tre ✖️",NEG
giao sai size.. đặt cùng size mà giao cái lớn cái nhỏ xíu,NEG
Chất lượng may ẩu và xấu,NEG
Cổ áo và vạt áo thì may KHÔNG HỀ CO DÃN và KHÔNG THỂ CHUI LỌT để mặc,NEG
Đầm mình nhận được ko giống như vải đã đăng,NEG
Quần đepn vừa ý nhưng size hoi nhỏ khoảng 50lg mặc vừa,NEG
Shop nên để size khi đặt lựa chứ hàng về sz nhỏ mặc chật k thích lắm,NEG
Ren mỏng mau rách,NEG
Làm ăn mất khách,NEG
Mặc ko vừa to quá,NEG
"Tạm được, thay dây rút bằng khóa thì thích hơn",NEG
Hơi tệ hơn chiếc kia nha,NEG
"Tôi đặt xl mà giao cho tôi l, áo quá nhỏ làm sao tôi mặc được",NEG
Đường may hình hơi ẩu,NEG
Ko giong trong hình 😭,NEG
Chất lượng sản phẩm dỏm ko hài lòng,NEG
vải mỏng . đường may thô và thưa,NEG
"Mang đi mưa mà vẫn ướt như thường, dây buộc không bó sát chân được",NEG
Chữ adidas thành chữ ji ko biết nói chung tiền nào của đấy rẻ tiền ko ưng,NEG
phản hồi với shop thì bảo ko gửi thiếu,NEG
Nhưng điểm trừ là shop giao nhầm màu ( hỏi khách cần màu gì chi???,NEG
Đặt shop màu hồng mà shop ship cho màu vàng😡,NEG
"Đóng gói sản phẩm kém, mở ra mà tem đã bị thế rồi",NEG
Sản phẩm không giống như trong hình,NEG
Mình ko thích sp như vậy,NEG
"Giao hàng khá lâu, chất thun áo ko tốt lắm phải may thêm cho khít, tạm tạm",NEG
Chất lượng kém quá,NEG
Mình ko chê sản phẩm nhưng nhận hàng ko hài lòng,NEG
"Gửi sai hàng, nhắn tin mấy lần ko hề phản hồi",NEG
Giao kg đúng màu đã chọn,NEG
Vải tạm được,NEG
K vắt sổ nên sợi vải bung quá nhiều,NEG
k đẹp cho lắm,NEG
Mình yêu cầu đổi màu.khác cách thứv đổi ra sao,NEG
Chất ko như đợt hàng đầu,NEG
Ko đáng để mua hàng rất tệ,NEG
Sp bị rách mà cũng giao cho khách,NEG
Giao nhầm cho mình 1 cái 75b v 1 cái lại 75a :(,NEG
"Sp không giống hình lắm, nhưng xài được",NEG
"Màu không giống hình,thoa lên như bệnh 😅",NEG
Khóa hơi khó kéo nha shop,NEG
Người mình cao nhưng nhỏ nhắn mặc vẫn hơi chật nên ai to hơn mặc chắc chắn ko thở nổi đâu :3,NEG
Mình không hài lòng,NEG
Chỉ tội nhận hàng hơi lâu,NEG
"Mình mua của shop này rất nhiều lần,vì mình cũng bán online nên lấy đồ shop,50% sp tốt 20% tạm đc còn 30% không thể chấp nhận đc,vải áo hàn,áo thun,áo nhật,hoodie vải dày tốt,nhưng mà áo khoác kaki,áo style cổ hàn...bị dính bẩn rất nghiêm trọng luôn giặt không ra đc,lại còn dính mhiều nữa chớ",NEG
Nhìn k được ưng ý.,NEG
Vậy mà khi mở ra lại là màu đen,NEG
"giao hàng cũ, xước tùm lum mà còn kêu hàng mới, gửi ảnh qua còn kêu ko có căn cứ,",NEG
"Đường may kém, dễ sút chỉ",NEG
Lần sau shop nên báo trước là đã hết hàng,NEG
"Mặc khá xinh nhưng chất vải xấu, mỏng, cứng",NEG
Viền cổ và bo tay đều không có..,NEG
"Tuy nhiên phần cúc khâu hơi ẩu, có 1 bộ cúc gần như sát ngoài mép áo",NEG
Chung 1 set khong dong nhat kich thuoc,NEG
Hàng nâu cam nhưng hình ảnh quảng cáo là xám cam,NEG
Lấy mà kem lại gửi màu trắng,NEG
"Chán, Trước khi mua thì kiến đầy, Mua về chưa dùng thì kiến nó trốn hết. =)) Chắc nó ngửi thấy mùi SP",NEG
Quá xấu,NEG
Vải hơn thô cứng,NEG
Giao hộp hàng mà khi nhận nát ơi là nát,NEG
Giao hàng lâu!,NEG
Áo đã bẩn còn lỗi chỉ,NEG
"Mỗi tội lần đầu giao thì gọi vào h nghỉ trưa, ko nghe đc nên bị hủy giao",NEG
"Chân mình 24,5 mà đeo vào khó chịu",NEG
Chất k đc đẹp,NEG
K che đc phần dưới,NEG
Mùi vải hôi lắm,NEG
K giống mầu trong ảnh Đường may k đẹp lắm,NEG
Ko hai long lăm,NEG
"Tính mua 2 bộ mà lỡ tay ấn mua 3 bộ k để ý , thế là thiếu mất 1 vỏ gối ôm , ib hỏi shop làm sao để mua thêm vỏ gối ôm 20k nữa mà chắc shop bận quá k kịp trả lời",NEG
Ko thjk mùi này lắm..,NEG
Quần bị lỗi đường may một chút,NEG
Đường chỉ ko đc đều .áo hơi chật Thời gian giao hàng rất nhanh,NEG
Áo quá dài,NEG
Đóng gói ok.chất vải oki.nhưng shop như kiểu thải các áo bị lỗi hay sao mà áo em bị rách nách.trễ vai nhưng chỉ cần đưa tay lên buộc tóc là thành bó cổ luôn.đề nghị shop xem lại,NEG
Nghe đc 1 ngày sau thì 1 bên to 1 bên nhỏ,NEG
"giao màu ghi k giống hình, nhìn cũ, xấu, già",NEG
Ko giống trong hình,NEG
Mã QR là giả... chỉ dán lên thôi,NEG
đặt 2 giao 1,NEG
Quần chưa kịp mặc đã bục 1 đoạn,NEG
"Thời gian giao hàng chậm, Không đáng tiền",NEG
Chất lượng sản phẩm tạm được,NEG
"Chat trc với shop báo hỏi đơn kiểm tra hàng màu còn hay hết, dặn shop màu lun mà đến lúc giao vẫn sai. 3 mẫu sai màu hết 2 mẫu",NEG
"Ngực em cuzng bitnhf thường thôi, mà mặc vào nó vừa đẩy vừa sáng cả cái bầu ngực",NEG
Chất vải màu kẻ k thích bằg màu đen và trắng,NEG
Nhân viên bưu điện gọi em không thèm nghe máy,NEG
Hàng mới nhận nhưng giống như xài rồi .,NEG
"Túi quá mỏng và dễ rách , khác hẳn hàng lần trước mua , thật sự thất vọng",NEG
Chất lượng tạm ổn,NEG
Trong hình lớp lót trong cùng màu với lớp ngoài nhưng nhận dc lại là màu trắng nên trông rởm rởm,NEG
Giao nhầm sp,NEG
"Nhỏ xíu, vải xấu",NEG
Hàng giống hình nhưng vải k giống,NEG
Người giao hàng nói chuyên ko đc lịch sự,NEG
Nói chung với số tiền trên thì hợp lí,NEG
Thực sự quá thất vọng,NEG
Màu ở ngoài nhạt hơn trong ảnh 1 tí,NEG
Mình chưa nhận được hàng,NEG
Hàng ko đúng lót lông loại thường gom quần co nhỏ xíu ngắn ngủn,NEG
Cho không xong áo mặc cứng không thể tả nổi sự thất vọng,NEG
Tuy nhiên giao hangg khá lâu khoảng gần 1 tuần,NEG
"date cả 2 chai đều bị lem,chất liệu chai đựng rất xấu,không láng mịn như các chai mình đã từng mua trước đây",NEG
Ao deu dep,NEG
Shop k nói rõ hơi thất vọng,NEG
H sửa còn 1 luôn,NEG
Áo thực tế xấu tệ ko đẹp như hình: chất giống loại vải thun để may lót trong khi trên hình thì như thun giấy.,NEG
Áo khá đẹp mặc dù giá rẻ tuy nhiên shop giao nhầm mau,NEG
"Bàn mới mua mà nhận được như này, cố tình giao cho khách hàng kém chất lượng",NEG
Quần vải mong,NEG
"Hơi mỏng, mặc mùa hè thì đc chứ mua đông ko ấm, may cũng ko đc chắc chắn lắm",NEG
Chập chờn,NEG
Tệ và xấu,NEG
"Giao sai màu, sai size , áo bầu ngực quá bự, dây áo ko co giãn",NEG
"Sp ok so vs giá, cơ mà đường may tay và cổ áo hơi cẩu thả:(((",NEG
"Sản phẩm này ko giống trong hình , Chất lượng sản phẩm kém",NEG
Cổ áo không giống hình lắm,NEG
"Hóa đơn thì ghi đủ số tiền mình đặt hàng, giao thì thiếu",NEG
Chất lượng kem,NEG
Shop bán k đúng mẫu.k đúng màu.hình đăng bán khác nhưng giao hàng là cái khác.giống lừa đảo quá,NEG
Vải co dãn nhiều,NEG
"Đặt hàng 2 miếng, giao chỉ 1 miếng",NEG
K mặc được to mà cũng k đẹp như ảnh,NEG
"Sp nóng, như mặc áo mưa vậy",NEG
"Chất vải thun đơn giản, mỏng",NEG
Bị rách ngay đáy quần lỗ khá lớn :(( quần khá ok,NEG
vải quá mỏng .sản phẩm rất kém,NEG
Khong thich lam,NEG
Vay thi OK con ao thi bi Rách buon ghe noi shop thi tra loi qua loa,NEG
K đẹp như hình ảnh,NEG
chất liệu vải thì cũng tạm được. chán cái đường chỉ 1 cái thì bục chỉ ở túi còn 1 cái máy cả vào chun,NEG
Vải quá mõng,NEG
Bán đồ như giẻ .,NEG
Sp kém chất lượng,NEG
Treo đầu de bán thịt chó,NEG
Mà rẻ z bảo sao vải đẹp,NEG
Khi nhận sản phẩm đã bị bong mất đinh ở quai,NEG
Vải xấu có mùi hôi hàng không giống hình,NEG
Tai dài hơn hình trông hơi kì,NEG
"Chất nóng, cứng",NEG
"Đẹp, bền vừa với túi tiền",NEG
Chất khá ổn nhưng shop gửi sai mẫu,NEG
"Vải mỏng, form nhỏ hơn bình thường",NEG
Gởi hang ko dung,NEG
Sai hàng,NEG
Chất lượng xấu quá.mức chật quá chất nóng,NEG
Động tí là bong ra rất chán,NEG
Chất kem loãng,NEG
"Đường may xấu, chỉ tua rua",NEG
Baggy sz hơi nhỏ còn legging bị rách ở hai túi,NEG
Tgian giao hàng lâu,NEG
"Chân mình bị nổi mẫn đỏ, mấy chỗ sưng lên rất đau đến giờ vẫn chưa hết. mình đem quần ngâm nước nóng cũng ko hết chất nhuộm",NEG
Trc đây mình dùng pampers ko hề bị như vậy,NEG
Kém chất lượng,NEG
"Sau đó kh giải quyết thêm vấn đề gì cho mình nữa , chỉ im lặng và coi như mình mất 70k hihi",NEG
"Đặt 3 áo đen, trắng, rêu lại giao rêu, hồng, tím",NEG
Nghi sao đặt hàng với trắng giao 2 cai màu vàng bo tay.,NEG
Thời gian giao hàng chậm như rùa bò -_-,NEG
"Chất hơi nóng, mình nhìn trong hình giống cotton cơ mà không phải",NEG
Mua 2 áo kg mặc dc cái nào,NEG
"Không giống hình, from rộng mà hơi cộc",NEG
Mua nhiều mà làm ăn chán,NEG
"Quần xấu không đẹp khônh giống hình- tuy nhiên đã hoàn lại được tiền, Chất lượng sản phẩm rất kém",NEG
Thất vọng về sản phẩm khi nhận được,NEG
Mua 2 cái sz 36 ma giao vay ne,NEG
Tai nghe bluetooth không sài được,NEG
"cũng ok, đi đau chân",NEG
Thất vọng,NEG
Phom áo hơi nhỏ,NEG
áo mô tả gần giống hình cổ áo không giống hình mẫu,NEG
Shop phục vụ rất kém Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm,NEG
Thất vọng,NEG
"Giao hàng lâu, vải mỏng, thun giãn, loại vải này chắc chỉ mặc được 1 lần giặt xong là thôi mang làm giẻ lau nhà luôn, đc cái là thiết kế mặc lên dáng cũng đc",NEG
"TUY NHIÊN : Shop chỉ đua các size cũng k đua kích thước áo(shop khác đèu có đua kích thước ao rõ ràng ,áo rong 90cm size L , nên những ai dù dưới 55kg mà mông 92 như mình thì k nên mua, shop nói đó là do mông mình to.ok lỗi bên mình)",NEG
Chất lượng sản phẩm tạm được,NEG
Vãi hơi thô..,NEG
Áo chất đẹp nhưng mình mặc hơi rộng nên hơi buồn tí,NEG
Đặt 5 giao 4 nt shop ko trả lời,NEG
Hơi chật chội và chất vải rất nóng,NEG
"Điều kiện áp dụng ko giống mô tả,mình sử dụng vào ngày thứ 3 thì cửa hàng xác nhận là ko áp dụng cùng với các khuyến mãi khác.mong shop kiểm tra",NEG
Chất lượng sản phẩm kém không đáng tiền chất vải nhăn mỏng rất xấu không xứng với giá tiền,NEG
"Size M quá bé @@ 48kg shop báo size M thoải mái, mà mặc vừa bị ngắn vừa bị chật",NEG
K đẹp,NEG
Giao sai màu,NEG
Giày k giống hình,NEG
"Nên lấy hơn size để mặc cho thoải mái, chất vải tạm ổn, đường may hok đẹp",NEG
K đúng với màu sản phẩm đã đặt,NEG
Dưới là 1 số hình ảnh mình chat với shop !!,NEG
Size giày phom nhỏ nên đi hơi kích,NEG
Shop làm em tốn tìn mua áo mới rồi,NEG
Đóng gói sản phẩm kém là vỡ gương bỏ bên trong túi,NEG
Giao Hàng quá chậm,NEG
Màu thì ko thực sự giống trong hình,NEG
Giao ko đúng màu còn sai kích cỡ.thất vọng ghê,NEG
Chất lượng sp kém,NEG
Sai màu bộ này rồi shop :(,NEG
Hàng lỗi,NEG
Gưi thiếu hàng nhưng khi hỏi thì chỉ nhắn b bấm hoàn trả đi rồi shop kiểm tra lại nhưng mãi k thấy shop kiểm tra và hoàn trả!,NEG
May là hết hàng nên đặt có một hũ thôi,NEG
Áo hơi nhỏ thêm mặc ko được,NEG
"Cạnh của kính ko dk mượt cho lắm, bảo fulll màn nhưng vẫn bị thiếu tí",NEG
Tạm đc thôi,NEG
mua 5 giao 4,NEG
Thái độ với khách quá tệ,NEG
Đóng gói kém,NEG
"Đặt 2 đôi nhưng chỉ gửi về 1 đôi, đã có nt cho shop nhưng k nhận được phản hồi",NEG
Màu khác xa với hình ảnh,NEG
"Giao sản phẩm không đúng mẫu, k đúng kiểu,",NEG
Hiuhiu,NEG
Shop ko nhiệt tình,NEG
Áo này không có nên shop có trả tiền lại cho mình,NEG
"mua hang o shop nhieu lan, nhung lan nay la thay that vong, vi giao k dung màu, minh dat 1xanh navy, 2 mau da, 1 mau trang, shop het mau xanh va trang, thi phai nt cho minh biet, de minh thay doi ao khac chu, dang nay k noi gi, ma tu y giao nhu vay, trong khi minh da de lai chu y rat ro rang",NEG
Mình mặc hơi rộng xíu,NEG
K gửi đúng size,NEG
Giày ko kèm box,NEG
thun giãn nhiều quá,NEG
Huhu,NEG
Màu in nhạt vải mặc nóng,NEG
Cũng mua size L màu trắng như lần trc nhưng dáng lại rộng hơn nhiều so với lần trước :( hô thất vọng,NEG
"Chờ đợi hàng mỏi mòn, nhận được váy không có khoá đằng sau",NEG
Có 20 mấy ngàn mà làm như lớn lắm,NEG
Vải mỏng,NEG
K giống hình,NEG
Shop phục vụ rất kém,NEG
Giao hang cham.hang k dung size,NEG
Bị rụng mất 1 hạt chuông,NEG
Da mỏng,NEG
Nhiều nilon,NEG
"Túi bé, chất lượng kém",NEG
Kh Giống Hình,NEG
K mặc vô đuợc,NEG
Vừa dùng lần đầu mà đã banh chành như gì,NEG
Chất lượng sản phẩm rất kém giao k dung mau,NEG
Nhưng hàng k tốt,NEG
"Chất lượng sản phẩm rất kém, chất vải , màu sắc ko giống hình",NEG
